#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2025-04-15-06-20-08
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1744698041.069728	Ce8O9o13dEN3sqQVDl	REDACTED_IP	49763	REDACTED_IP	3880	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	CtvfQr3aVTnAN1qbXe	REDACTED_IP	49763	REDACTED_IP	1022	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	C0AbF52LQT3EEke8B1	REDACTED_IP	49763	REDACTED_IP	8600	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	CzZq0o2EoC6PuYvov1	REDACTED_IP	49763	REDACTED_IP	5985	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	Cgnh3g2lhFYTcoXok9	REDACTED_IP	49763	REDACTED_IP	1862	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	CGyhnH3kb2517HcpKi	REDACTED_IP	49763	REDACTED_IP	749	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	C9qEZh3EWQdyHg8ccb	REDACTED_IP	49763	REDACTED_IP	3221	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069729	Cd9bH11xa5uoPasMFd	REDACTED_IP	49763	REDACTED_IP	3971	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	CrVGJ83DpNZhY67ckh	REDACTED_IP	49763	REDACTED_IP	8001	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	CXLLBi3ZkPQZ4MPV81	REDACTED_IP	49763	REDACTED_IP	3031	tcp	-	0.000048	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	CLVTom1lzNlfs9t9qg	REDACTED_IP	49763	REDACTED_IP	3333	tcp	-	0.000055	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	C5874J2CjwmbgE0XPh	REDACTED_IP	49763	REDACTED_IP	2065	tcp	-	0.000056	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	CCX1z73SpVL6GpQLGb	REDACTED_IP	49763	REDACTED_IP	3006	tcp	-	0.000057	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	Clqso8MsyV9dfW5Yg	REDACTED_IP	49763	REDACTED_IP	10082	tcp	-	0.000059	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	Co6n5P36fNtPp4lSxb	REDACTED_IP	49763	REDACTED_IP	56738	tcp	-	0.000060	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.069956	ChOaDJ2OyBFcpn3Zz5	REDACTED_IP	49763	REDACTED_IP	6692	tcp	-	0.000061	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070021	CmSYOd1uspf2MxBuS7	REDACTED_IP	49763	REDACTED_IP	16016	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	Cf9nGjTZ8ieHyeFQ2	REDACTED_IP	49763	REDACTED_IP	1666	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CxPhIP2SGiaqOqA3rg	REDACTED_IP	49763	REDACTED_IP	1521	tcp	-	0.000053	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CCpJnvXlrp4ou98f2	REDACTED_IP	49763	REDACTED_IP	5214	tcp	-	0.000056	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CanA874bZfvA6TyCXd	REDACTED_IP	49763	REDACTED_IP	10616	tcp	-	0.000057	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CAoLQd3Ds695QVKMDe	REDACTED_IP	49763	REDACTED_IP	4224	tcp	-	0.000058	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CMXW9B2wscJqQbfLue	REDACTED_IP	49763	REDACTED_IP	14441	tcp	-	0.000059	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	Cof3iS1l9LwOCSrhWf	REDACTED_IP	49763	REDACTED_IP	3889	tcp	-	0.000061	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070259	CFW2tJ2SP1wLjhcyce	REDACTED_IP	49763	REDACTED_IP	32777	tcp	-	0.000061	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	C9L8HdJKNg05PDjf1	REDACTED_IP	49763	REDACTED_IP	6789	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CwF7zj3UtEYsAK5lqa	REDACTED_IP	49763	REDACTED_IP	42	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CGrZzvGsVQhjg8v2k	REDACTED_IP	49763	REDACTED_IP	60020	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CyasGRXAULtnRWZbe	REDACTED_IP	49763	REDACTED_IP	31337	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CmcINXQFdNNQC7dN1	REDACTED_IP	49763	REDACTED_IP	1104	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CpmzR14qK54IDW6KDb	REDACTED_IP	49763	REDACTED_IP	2500	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	CJqfTU1RyCDnW7WkPl	REDACTED_IP	49763	REDACTED_IP	49155	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070325	Cgec7f2cIHoEKn9nWl	REDACTED_IP	49763	REDACTED_IP	1310	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.070334	Cm0Xg14wDZWi47oGld	REDACTED_IP	49763	REDACTED_IP	5822	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081689	C3B71u3vZC0CMI4KUl	REDACTED_IP	49763	REDACTED_IP	49156	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081689	C1Wk0v4fPJ6ZUNeyTd	REDACTED_IP	49763	REDACTED_IP	481	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081789	CWdCXt3HgmDS0LRrg7	REDACTED_IP	49763	REDACTED_IP	1057	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081789	CSvkS84YGQyKDgl8tf	REDACTED_IP	49763	REDACTED_IP	2492	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081789	CccC434Y9RejFdFBzi	REDACTED_IP	49763	REDACTED_IP	81	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	C0t3Gc1Pn2JzUCasOk	REDACTED_IP	49763	REDACTED_IP	50002	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	Cup1wU2aCEtQKQOHLb	REDACTED_IP	49763	REDACTED_IP	12174	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	CgTN421FnbYTBa1GGj	REDACTED_IP	49763	REDACTED_IP	2030	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	CECTd02HwhNWAmCPU2	REDACTED_IP	49763	REDACTED_IP	1027	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	CbD1fX0S7XR6Q5XTc	REDACTED_IP	49763	REDACTED_IP	9877	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	CSmBgw3f0oD0ndtbX3	REDACTED_IP	49763	REDACTED_IP	4004	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.081918	C20dyXFNFuIebY3Of	REDACTED_IP	49763	REDACTED_IP	3851	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	CqYifN2d91af5K32F5	REDACTED_IP	49763	REDACTED_IP	1287	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	CQ1qe54QotTLzeaxAi	REDACTED_IP	49763	REDACTED_IP	8045	tcp	-	0.000052	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	C30ntv4wU293Eq1c95	REDACTED_IP	49763	REDACTED_IP	5405	tcp	-	0.000053	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	CLHsOt1GNQEsuBdUX6	REDACTED_IP	49763	REDACTED_IP	3005	tcp	-	0.000054	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	CGW78f1MpKcRD0E82j	REDACTED_IP	49763	REDACTED_IP	100	tcp	-	0.000055	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	C7rkCG168H33J34S7b	REDACTED_IP	49763	REDACTED_IP	8222	tcp	-	0.000056	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	COmJmkX1E7amd0JG6	REDACTED_IP	49763	REDACTED_IP	30000	tcp	-	0.000057	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082193	CX2f5r1IlwDrvbbvT2	REDACTED_IP	49763	REDACTED_IP	3869	tcp	-	0.000057	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082252	CPYbFz2cDjeXK7lFc4	REDACTED_IP	49763	REDACTED_IP	2394	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CzekPH1n27BNBKEbX1	REDACTED_IP	49763	REDACTED_IP	24	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CypSFi1CTVDaPJ2Ic1	REDACTED_IP	49763	REDACTED_IP	5810	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CMtHaJqFEqMr2xILi	REDACTED_IP	49763	REDACTED_IP	1717	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CSmzg61U7zRctkE0Ji	REDACTED_IP	49763	REDACTED_IP	5002	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	C9vW7L3p6npjJnCkgg	REDACTED_IP	49763	REDACTED_IP	9101	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CvdxD14GtLg2FHOqWb	REDACTED_IP	49763	REDACTED_IP	2042	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082253	CcTRbq1kF3vrJs21Kd	REDACTED_IP	49763	REDACTED_IP	5225	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082265	CMNXU5hlX1W5Lzzk3	REDACTED_IP	49763	REDACTED_IP	5432	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082265	CIrOAK1IxICag8gDb1	REDACTED_IP	49763	REDACTED_IP	3871	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082265	CutBPP2uIeDK3Yv7Jd	REDACTED_IP	49763	REDACTED_IP	5911	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082265	CdBqLX3WjNCkOw73ka	REDACTED_IP	49763	REDACTED_IP	33354	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	CSMKOh1H0pt7JB4T5l	REDACTED_IP	49763	REDACTED_IP	3809	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	C4hNoOghlbIBjuhA7	REDACTED_IP	49763	REDACTED_IP	9415	tcp	-	0.000031	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	CK2yFK96cmVE6V4ui	REDACTED_IP	49763	REDACTED_IP	16113	tcp	-	0.000032	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	CfM2sPHypU2LWjIbf	REDACTED_IP	49763	REDACTED_IP	1583	tcp	-	0.000033	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	Cf55XBoiUVVJRjtMf	REDACTED_IP	49763	REDACTED_IP	1064	tcp	-	0.000034	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	COl8siylnvKVpc2G9	REDACTED_IP	49763	REDACTED_IP	8022	tcp	-	0.000034	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	CJCdND2OH5zY9M3qfk	REDACTED_IP	49763	REDACTED_IP	8100	tcp	-	0.000035	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082490	CcImae39JzQOm3YRtk	REDACTED_IP	49763	REDACTED_IP	4126	tcp	-	0.000036	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	C75GFgFcsrULa2ZC4	REDACTED_IP	49763	REDACTED_IP	9575	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	ChhRXT2J0mxhhFDkCa	REDACTED_IP	49763	REDACTED_IP	668	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	CUbPMq2yPPSskdzVRc	REDACTED_IP	49763	REDACTED_IP	8082	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	CP0nDf4X9cRmltRx76	REDACTED_IP	49763	REDACTED_IP	1102	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	C97iMg276ERuYbVwQ6	REDACTED_IP	49763	REDACTED_IP	4111	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	CgmAKe3xcgZgkJRZHa	REDACTED_IP	49763	REDACTED_IP	5963	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	C7ltZgWOpYXtARbDc	REDACTED_IP	49763	REDACTED_IP	19315	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082528	CmvIoO2Cr0YLIRbTra	REDACTED_IP	49763	REDACTED_IP	1084	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082535	CWYKz024DzWgteJgn9	REDACTED_IP	49763	REDACTED_IP	1	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.082535	CWzFbK3RubVxsdo7V2	REDACTED_IP	49763	REDACTED_IP	7911	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094010	C7FJKP33OYBKPbWVF7	REDACTED_IP	49763	REDACTED_IP	52673	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094011	C4Mrw51ZPHITiE1y89	REDACTED_IP	49763	REDACTED_IP	6668	tcp	-	0.000186	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094011	CttBDT2a2lR3XcKue2	REDACTED_IP	49763	REDACTED_IP	2811	tcp	-	0.000188	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094011	CQL89Wc3k3Jyhdi55	REDACTED_IP	49763	REDACTED_IP	1149	tcp	-	0.000189	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	ClPpmE3RtYPeCEwOa1	REDACTED_IP	49763	REDACTED_IP	1099	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	CzijdL3S1ePj1IFrH6	REDACTED_IP	49763	REDACTED_IP	2002	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	C11lOb33axUEjd8NX	REDACTED_IP	49763	REDACTED_IP	340	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	CTx5bl34o57AZFOx06	REDACTED_IP	49763	REDACTED_IP	3784	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	CrjSK120HDC8e5Iwm7	REDACTED_IP	49763	REDACTED_IP	3325	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	CHM5aPOzjAlZwKSa3	REDACTED_IP	49763	REDACTED_IP	7778	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	C38vZN3wAnm5tDnT5k	REDACTED_IP	49763	REDACTED_IP	15660	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094205	CgRNU53hzHVoh09vp2	REDACTED_IP	49763	REDACTED_IP	3826	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094217	CgjcZa3z3dMQJgIe3e	REDACTED_IP	49763	REDACTED_IP	9502	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094217	CmpKTI1s8Ta6sv5s6j	REDACTED_IP	49763	REDACTED_IP	9000	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094217	CwIkdABYa3YTKl5jc	REDACTED_IP	49763	REDACTED_IP	1801	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094296	Cjtz2JmeYgB77ZtE1	REDACTED_IP	49763	REDACTED_IP	4446	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094296	Catn044kdYKzM52xH5	REDACTED_IP	49763	REDACTED_IP	683	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094296	CUqgITD0HinU1IJKl	REDACTED_IP	49763	REDACTED_IP	18101	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094296	CsOkym1Nb4JE1x7EZk	REDACTED_IP	49763	REDACTED_IP	4242	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	COnPQR32YrDyW4cyeg	REDACTED_IP	49763	REDACTED_IP	9009	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	ChQrnpRkMM5MbjOn5	REDACTED_IP	49763	REDACTED_IP	1073	tcp	-	0.000050	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	Cm16HY3q4wAEa9Nnm	REDACTED_IP	49763	REDACTED_IP	5850	tcp	-	0.000051	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	CyT2Mt40f1pfIVCKUd	REDACTED_IP	49763	REDACTED_IP	50006	tcp	-	0.000052	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	CyrmEVFcFGePOAKMb	REDACTED_IP	49763	REDACTED_IP	3493	tcp	-	0.000053	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	CSLpH71k9b4g6mjFnk	REDACTED_IP	49763	REDACTED_IP	9594	tcp	-	0.000053	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	CnXvGUYATna67Xpp5	REDACTED_IP	49763	REDACTED_IP	5001	tcp	-	0.000054	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094447	CCAbaNIg6j42lO0F1	REDACTED_IP	49763	REDACTED_IP	3030	tcp	-	0.000055	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094503	CYDOZu14QegvhlWGv5	REDACTED_IP	49763	REDACTED_IP	27356	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094503	CvoznW3Y8CqobWeWL1	REDACTED_IP	49763	REDACTED_IP	12265	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094503	CnVgTd4dbJWguzjFwg	REDACTED_IP	49763	REDACTED_IP	8008	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094503	Cgw5na1C44CuHYRcn9	REDACTED_IP	49763	REDACTED_IP	32779	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	CBgBfWonwcB79Gcmi	REDACTED_IP	49763	REDACTED_IP	7443	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	CQs32Y1UvaOxyWbREc	REDACTED_IP	49763	REDACTED_IP	6699	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	C9g1Qu26sFEc43S3cf	REDACTED_IP	49763	REDACTED_IP	10626	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	C8wCn814joiJuYcE4d	REDACTED_IP	49763	REDACTED_IP	119	tcp	-	0.000016	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	CRgioK1hKOkWW1DCRc	REDACTED_IP	49763	REDACTED_IP	8383	tcp	-	0.000017	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	CVv3yi34JsKMdjVZE9	REDACTED_IP	49763	REDACTED_IP	16992	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094640	C5TTK43nPHzDWswVl5	REDACTED_IP	49763	REDACTED_IP	32770	tcp	-	0.000018	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	C8FrtP2s93tO6jo6sk	REDACTED_IP	49763	REDACTED_IP	1164	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	CC6FiP1WLUeHNeRBL2	REDACTED_IP	49763	REDACTED_IP	3546	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	CfTRTl4vIGDSXxALl4	REDACTED_IP	49763	REDACTED_IP	9418	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	CI6koW39IRp7adsftk	REDACTED_IP	49763	REDACTED_IP	5560	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	CiX35A3x8QyVAq6b72	REDACTED_IP	49763	REDACTED_IP	1009	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	Cd1DBm4fTpIQM47g91	REDACTED_IP	49763	REDACTED_IP	3001	tcp	-	0.000013	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	CI4JnZ3Awfimk7szG	REDACTED_IP	49763	REDACTED_IP	49159	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094817	C5ZU441YojVrHy4doi	REDACTED_IP	49763	REDACTED_IP	4129	tcp	-	0.000014	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094835	CoBgRdIN7LJgKaE9f	REDACTED_IP	49763	REDACTED_IP	1688	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094835	Ch9vxa29zndbJjPMs1	REDACTED_IP	49763	REDACTED_IP	10215	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094835	C327ip1qVQ4s2fMwJ1	REDACTED_IP	49763	REDACTED_IP	7937	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.094835	C2mv9p1zZP6f5qjdt4	REDACTED_IP	49763	REDACTED_IP	5678	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106226	CA9S484nxkcmoXgrQf	REDACTED_IP	49763	REDACTED_IP	2910	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106226	CtahUQ1OjGppTbHPcj	REDACTED_IP	49763	REDACTED_IP	1097	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106226	CwN61F1YOUzyCI2fmc	REDACTED_IP	49763	REDACTED_IP	541	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106282	Cfcduw3FJXLsI6cnB1	REDACTED_IP	49763	REDACTED_IP	83	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106282	C69yIy1nHiUDjNDLX1	REDACTED_IP	49763	REDACTED_IP	49175	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CVQCBe11Gka7LyJ1G6	REDACTED_IP	49763	REDACTED_IP	2869	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CT8S6Q35ZTxhyZSyVj	REDACTED_IP	49763	REDACTED_IP	3211	tcp	-	0.000160	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CskNOc1upEAuLsxW71	REDACTED_IP	49763	REDACTED_IP	49999	tcp	-	0.000232	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CEl21y4ALxtkWlQEAl	REDACTED_IP	49763	REDACTED_IP	3371	tcp	-	0.000234	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CY5FEAAhTJuAHX57h	REDACTED_IP	49763	REDACTED_IP	1141	tcp	-	0.000235	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CNPTJ23zyQIOEKZrV6	REDACTED_IP	49763	REDACTED_IP	211	tcp	-	0.000236	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106428	CH272P12ztcjGmZIl1	REDACTED_IP	49763	REDACTED_IP	7777	tcp	-	0.000237	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106670	CQxC3K3EaishVKzKbl	REDACTED_IP	49763	REDACTED_IP	3905	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106670	CPljeo4e2aAOOfPMle	REDACTED_IP	49763	REDACTED_IP	3801	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106670	CgpuKf3GyD9oKvXAj	REDACTED_IP	49763	REDACTED_IP	52848	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106670	CPvjNv46lgTqcXhArf	REDACTED_IP	49763	REDACTED_IP	1030	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698041.106670	C8xakN1GKzUYeAqsE4	REDACTED_IP	49763	REDACTED_IP	1434	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
